"date","code","age","cum.deaths","daily.deaths"
2020-03-27,"FL","0-4",0,NA
2020-03-27,"FL","15-24",0,NA
2020-03-27,"FL","25-34",0,NA
2020-03-27,"FL","35-44",2,NA
2020-03-27,"FL","45-54",1,NA
2020-03-27,"FL","5-14",0,NA
2020-03-27,"FL","55-64",1,NA
2020-03-27,"FL","65-74",14,NA
2020-03-27,"FL","75-84",18,NA
2020-03-27,"FL","85+",10,NA
2020-03-28,"FL","0-4",0,0
2020-03-28,"FL","15-24",0,0
2020-03-28,"FL","25-34",0,0
2020-03-28,"FL","35-44",2,0
2020-03-28,"FL","45-54",2,1
2020-03-28,"FL","5-14",0,0
2020-03-28,"FL","55-64",2,1
2020-03-28,"FL","65-74",17,3
2020-03-28,"FL","75-84",22,4
2020-03-28,"FL","85+",11,1
2020-03-29,"FL","0-4",0,0
2020-03-29,"FL","15-24",0,0
2020-03-29,"FL","25-34",0,0
2020-03-29,"FL","35-44",2,0
2020-03-29,"FL","45-54",2,0
2020-03-29,"FL","5-14",0,0
2020-03-29,"FL","55-64",4,2
2020-03-29,"FL","65-74",17,0
2020-03-29,"FL","75-84",24,2
2020-03-29,"FL","85+",11,0
2020-03-30,"FL","0-4",0,0
2020-03-30,"FL","15-24",0,0
2020-03-30,"FL","25-34",0,0
2020-03-30,"FL","35-44",2,0
2020-03-30,"FL","45-54",2,0
2020-03-30,"FL","5-14",0,0
2020-03-30,"FL","55-64",5,1
2020-03-30,"FL","65-74",19,2
2020-03-30,"FL","75-84",29,5
2020-03-30,"FL","85+",14,3
2020-03-31,"FL","0-4",0,0
2020-03-31,"FL","15-24",0,0
2020-03-31,"FL","25-34",1,1
2020-03-31,"FL","35-44",2,0
2020-03-31,"FL","45-54",3,1
2020-03-31,"FL","5-14",0,0
2020-03-31,"FL","55-64",8,3
2020-03-31,"FL","65-74",22,3
2020-03-31,"FL","75-84",30,1
2020-03-31,"FL","85+",19,5
2020-04-01,"FL","0-4",0,0
2020-04-01,"FL","15-24",0,0
2020-04-01,"FL","25-34",1,0
2020-04-01,"FL","35-44",2,0
2020-04-01,"FL","45-54",3,0
2020-04-01,"FL","5-14",0,0
2020-04-01,"FL","55-64",8,0
2020-04-01,"FL","65-74",22,0
2020-04-01,"FL","75-84",31,1
2020-04-01,"FL","85+",20,1
2020-04-02,"FL","0-4",0,0
2020-04-02,"FL","15-24",0,0
