"date","age","cum.deaths","daily.deaths","code"
2020-06-08,"0-19",0,NA,"WA"
2020-06-08,"20-39",11,NA,"WA"
2020-06-08,"40-59",104,NA,"WA"
2020-06-08,"60-79",441,NA,"WA"
2020-06-08,"80+",592,NA,"WA"
2020-06-09,"0-19",0,0,"WA"
2020-06-09,"20-39",11,0,"WA"
2020-06-09,"40-59",105,1,"WA"
2020-06-09,"60-79",446,5,"WA"
2020-06-09,"80+",599,7,"WA"
2020-06-10,"0-19",0,0,"WA"
2020-06-10,"20-39",12,1,"WA"
2020-06-10,"40-59",107,2,"WA"
2020-06-10,"60-79",452,6,"WA"
2020-06-10,"80+",606,7,"WA"
2020-06-11,"0-19",0,0,"WA"
2020-06-11,"20-39",12,0,"WA"
2020-06-11,"40-59",107,0,"WA"
2020-06-11,"60-79",453,1,"WA"
2020-06-11,"80+",608,2,"WA"
2020-06-12,"0-19",0,0,"WA"
2020-06-12,"20-39",12,0,"WA"
2020-06-12,"40-59",108,1,"WA"
2020-06-12,"60-79",453,0,"WA"
2020-06-12,"80+",613,5,"WA"
2020-06-13,"0-19",0,0,"WA"
2020-06-13,"20-39",12,0,"WA"
2020-06-13,"40-59",109,1,"WA"
2020-06-13,"60-79",457,4,"WA"
2020-06-13,"80+",618,5,"WA"
2020-06-14,"0-19",0,0,"WA"
2020-06-14,"20-39",12,0,"WA"
2020-06-14,"40-59",109,0,"WA"
2020-06-14,"60-79",459,2,"WA"
2020-06-14,"80+",620,2,"WA"
2020-06-15,"0-19",0,0,"WA"
2020-06-15,"20-39",12,0,"WA"
2020-06-15,"40-59",109,0,"WA"
2020-06-15,"60-79",460,1,"WA"
2020-06-15,"80+",622,2,"WA"
2020-06-16,"0-19",0,0,"WA"
2020-06-16,"20-39",12,0,"WA"
2020-06-16,"40-59",110,1,"WA"
2020-06-16,"60-79",475,15,"WA"
2020-06-16,"80+",625,3,"WA"
2020-06-17,"0-19",0,0,"WA"
2020-06-17,"20-39",12,0,"WA"
2020-06-17,"40-59",110,0,"WA"
2020-06-17,"60-79",475,0,"WA"
2020-06-17,"80+",625,0,"WA"
2020-06-18,"0-19",0,0,"WA"
2020-06-18,"20-39",12,0,"WA"
2020-06-18,"40-59",112,2,"WA"
2020-06-18,"60-79",482,7,"WA"
2020-06-18,"80+",634,9,"WA"
2020-06-19,"0-19",0,0,"WA"
2020-06-19,"20-39",12,0,"WA"
2020-06-19,"40-59",112,0,"WA"
2020-06-19,"60-79",486,4,"WA"
2020-06-19,"80+",640,6,"WA"
2020-06-20,"0-19",0,0,"WA"
2020-06-20,"20-39",12,0,"WA"
2020-06-20,"40-59",113,1,"WA"
2020-06-20,"60-79",490,4,"WA"
2020-06-20,"80+",645,5,"WA"
2020-06-21,"0-19",0,0,"WA"
2020-06-21,"20-39",12,0,"WA"
2020-06-21,"40-59",114,1,"WA"
2020-06-21,"60-79",494,4,"WA"
2020-06-21,"80+",650,5,"WA"
2020-06-22,"0-19",0,0,"WA"
2020-06-22,"20-39",12,0,"WA"
2020-06-22,"40-59",114,0,"WA"
2020-06-22,"60-79",494,0,"WA"
2020-06-22,"80+",650,0,"WA"
2020-06-23,"0-19",0,0,"WA"
2020-06-23,"20-39",12,0,"WA"
2020-06-23,"40-59",115,1,"WA"
2020-06-23,"60-79",497,3,"WA"
2020-06-23,"80+",654,4,"WA"
2020-06-24,"0-19",0,0,"WA"
2020-06-24,"20-39",12,0,"WA"
2020-06-24,"40-59",116,1,"WA"
2020-06-24,"60-79",501,4,"WA"
2020-06-24,"80+",659,5,"WA"
2020-06-25,"0-19",0,0,"WA"
2020-06-25,"20-39",12,0,"WA"
2020-06-25,"40-59",116,0,"WA"
2020-06-25,"60-79",501,0,"WA"
2020-06-25,"80+",659,0,"WA"
2020-06-26,"0-19",0,0,"WA"
2020-06-26,"20-39",13,1,"WA"
2020-06-26,"40-59",117,1,"WA"
2020-06-26,"60-79",505,4,"WA"
2020-06-26,"80+",665,6,"WA"
2020-06-27,"0-19",0,0,"WA"
2020-06-27,"20-39",13,0,"WA"
2020-06-27,"40-59",117,0,"WA"
2020-06-27,"60-79",507,2,"WA"
2020-06-27,"80+",668,3,"WA"
2020-06-28,"0-19",0,0,"WA"
2020-06-28,"20-39",13,0,"WA"
2020-06-28,"40-59",117,0,"WA"
2020-06-28,"60-79",507,0,"WA"
2020-06-28,"80+",668,0,"WA"
2020-06-29,"0-19",0,0,"WA"
2020-06-29,"20-39",13,0,"WA"
2020-06-29,"40-59",118,1,"WA"
2020-06-29,"60-79",509,2,"WA"
2020-06-29,"80+",668,0,"WA"
2020-06-30,"0-19",0,0,"WA"
2020-06-30,"20-39",13,0,"WA"
2020-06-30,"40-59",119,1,"WA"
2020-06-30,"60-79",511,2,"WA"
2020-06-30,"80+",674,6,"WA"
2020-07-01,"0-19",0,0,"WA"
2020-07-01,"20-39",13,0,"WA"
2020-07-01,"40-59",120,1,"WA"
2020-07-01,"60-79",511,0,"WA"
2020-07-01,"80+",677,3,"WA"
2020-07-02,"0-19",0,0,"WA"
2020-07-02,"20-39",13,0,"WA"
2020-07-02,"40-59",120,0,"WA"
2020-07-02,"60-79",511,0,"WA"
2020-07-02,"80+",679,2,"WA"
2020-07-03,"0-19",0,0,"WA"
2020-07-03,"20-39",13,0,"WA"
2020-07-03,"40-59",121,1,"WA"
2020-07-03,"60-79",511,0,"WA"
2020-07-03,"80+",684,5,"WA"
2020-07-04,"0-19",0,0,"WA"
2020-07-04,"20-39",13,0,"WA"
2020-07-04,"40-59",121,0,"WA"
2020-07-04,"60-79",511,0,"WA"
2020-07-04,"80+",685,1,"WA"
2020-07-05,"0-19",0,0,"WA"
2020-07-05,"20-39",13,0,"WA"
2020-07-05,"40-59",122,1,"WA"
2020-07-05,"60-79",513,2,"WA"
2020-07-05,"80+",688,3,"WA"
2020-07-06,"0-19",0,0,"WA"
2020-07-06,"20-39",13,0,"WA"
2020-07-06,"40-59",123,1,"WA"
2020-07-06,"60-79",517,4,"WA"
2020-07-06,"80+",707,19,"WA"
2020-07-07,"0-19",0,0,"WA"
2020-07-07,"20-39",13,0,"WA"
2020-07-07,"40-59",124,1,"WA"
2020-07-07,"60-79",522,5,"WA"
2020-07-07,"80+",708,1,"WA"
2020-07-08,"0-19",0,0,"WA"
2020-07-08,"20-39",13,0,"WA"
2020-07-08,"40-59",125,1,"WA"
2020-07-08,"60-79",526,4,"WA"
2020-07-08,"80+",708,0,"WA"
2020-07-09,"0-19",0,0,"WA"
2020-07-09,"20-39",13,0,"WA"
2020-07-09,"40-59",125,0,"WA"
2020-07-09,"60-79",527,1,"WA"
2020-07-09,"80+",708,0,"WA"
2020-07-10,"0-19",0,0,"WA"
2020-07-10,"20-39",14,1,"WA"
2020-07-10,"40-59",125,0,"WA"
2020-07-10,"60-79",528,1,"WA"
2020-07-10,"80+",708,0,"WA"
2020-07-11,"0-19",0,0,"WA"
2020-07-11,"20-39",14,0,"WA"
2020-07-11,"40-59",125,0,"WA"
2020-07-11,"60-79",528,0,"WA"
2020-07-11,"80+",708,0,"WA"
2020-07-12,"0-19",0,0,"WA"
2020-07-12,"20-39",14,0,"WA"
2020-07-12,"40-59",125,0,"WA"
2020-07-12,"60-79",528,0,"WA"
2020-07-12,"80+",708,0,"WA"
2020-07-13,"0-19",0,0,"WA"
2020-07-13,"20-39",14,0,"WA"
2020-07-13,"40-59",125,0,"WA"
2020-07-13,"60-79",529,1,"WA"
2020-07-13,"80+",708,0,"WA"
2020-07-14,"0-19",0,0,"WA"
2020-07-14,"20-39",14,0,"WA"
2020-07-14,"40-59",126,1,"WA"
2020-07-14,"60-79",530,1,"WA"
2020-07-14,"80+",710,2,"WA"
2020-07-15,"0-19",0,0,"WA"
