"age","cum.deaths","daily.deaths","code","date"
"0-19",0,NA,"MI",2020-03-21
"20-29",0,NA,"MI",2020-03-21
"30-39",0,NA,"MI",2020-03-21
"40-49",2,NA,"MI",2020-03-21
"50-59",7,NA,"MI",2020-03-21
"60-69",1,NA,"MI",2020-03-21
"70-79",4,NA,"MI",2020-03-21
"80+",5,NA,"MI",2020-03-21
"0-19",0,0,"MI",2020-03-22
"0-19",0,0,"MI",2020-03-23
"0-19",0,0,"MI",2020-03-24
"0-19",0,0,"MI",2020-03-25
"0-19",0,0,"MI",2020-03-26
"0-19",0,0,"MI",2020-03-27
"20-29",0,0,"MI",2020-03-22
"20-29",0,0,"MI",2020-03-23
"20-29",0,0,"MI",2020-03-24
"20-29",0,0,"MI",2020-03-25
"20-29",0,0,"MI",2020-03-26
"20-29",0,0,"MI",2020-03-27
"30-39",0,0,"MI",2020-03-22
"30-39",0,1,"MI",2020-03-23
"30-39",0,1,"MI",2020-03-24
"30-39",0,1,"MI",2020-03-25
"30-39",0,1,"MI",2020-03-26
"30-39",0,1,"MI",2020-03-27
"40-49",4,3,"MI",2020-03-22
"40-49",6,3,"MI",2020-03-23
"40-49",8,3,"MI",2020-03-24
"40-49",10,3,"MI",2020-03-25
"40-49",12,3,"MI",2020-03-26
"40-49",14,3,"MI",2020-03-27
"50-59",11,4,"MI",2020-03-22
"50-59",15,4,"MI",2020-03-23
"50-59",19,4,"MI",2020-03-24
"50-59",23,4,"MI",2020-03-25
"50-59",27,4,"MI",2020-03-26
"50-59",31,4,"MI",2020-03-27
"60-69",9,9,"MI",2020-03-22
"60-69",17,9,"MI",2020-03-23
"60-69",25,9,"MI",2020-03-24
"60-69",33,9,"MI",2020-03-25
"60-69",41,9,"MI",2020-03-26
"60-69",49,9,"MI",2020-03-27
"70-79",13,9,"MI",2020-03-22
"70-79",22,9,"MI",2020-03-23
"70-79",31,9,"MI",2020-03-24
"70-79",40,9,"MI",2020-03-25
"70-79",49,9,"MI",2020-03-26
"70-79",58,10,"MI",2020-03-27
"80+",14,9,"MI",2020-03-22
"80+",23,9,"MI",2020-03-23
"80+",32,9,"MI",2020-03-24
"80+",41,9,"MI",2020-03-25
"80+",50,9,"MI",2020-03-26
"80+",59,10,"MI",2020-03-27
"0-19",0,0,"MI",2020-03-28
"20-29",0,0,"MI",2020-03-28
"30-39",5,0,"MI",2020-03-28
"40-49",22,2,"MI",2020-03-28
"50-59",35,4,"MI",2020-03-28
"60-69",63,8,"MI",2020-03-28
"70-79",68,9,"MI",2020-03-28
"80+",69,9,"MI",2020-03-28
"0-19",0,0,"MI",2020-03-29
"0-19",0,0,"MI",2020-03-30
"0-19",0,0,"MI",2020-03-31
"0-19",0,0,"MI",2020-04-01
"0-19",0,0,"MI",2020-04-02
"0-19",0,0,"MI",2020-04-03
"20-29",0,0,"MI",2020-03-29
"20-29",0,0,"MI",2020-03-30
"20-29",0,0,"MI",2020-03-31
"20-29",0,0,"MI",2020-04-01
"20-29",0,0,"MI",2020-04-02
"20-29",0,0,"MI",2020-04-03
"30-39",6,1,"MI",2020-03-29
"30-39",7,2,"MI",2020-03-30
"30-39",8,2,"MI",2020-03-31
"30-39",9,2,"MI",2020-04-01
