"date","code","age","cum.deaths","daily.deaths"
2020-05-13,"AZ","0-19",1,NA
2020-05-13,"AZ","20-44",21,NA
2020-05-13,"AZ","45-54",29,NA
2020-05-13,"AZ","55-64",68,NA
2020-05-13,"AZ","65+",475,NA
2020-05-14,"AZ","0-19",1,0
2020-05-14,"AZ","20-44",24,3
2020-05-14,"AZ","45-54",31,2
2020-05-14,"AZ","55-64",71,3
2020-05-14,"AZ","65+",497,22
2020-05-15,"AZ","0-19",1,0
2020-05-15,"AZ","20-44",25,1
2020-05-15,"AZ","45-54",33,2
2020-05-15,"AZ","55-64",74,3
2020-05-15,"AZ","65+",518,21
2020-05-16,"AZ","0-19",1,0
2020-05-16,"AZ","20-44",26,1
2020-05-16,"AZ","45-54",33,0
2020-05-16,"AZ","55-64",77,3
2020-05-16,"AZ","65+",542,24
2020-05-17,"AZ","0-19",1,0
2020-05-17,"AZ","20-44",26,0
2020-05-17,"AZ","45-54",33,0
2020-05-17,"AZ","55-64",77,0
2020-05-17,"AZ","65+",543,1
2020-05-18,"AZ","0-19",1,0
2020-05-18,"AZ","20-44",26,0
2020-05-18,"AZ","45-54",33,0
2020-05-18,"AZ","55-64",78,1
2020-05-18,"AZ","65+",548,5
2020-05-19,"AZ","0-19",1,0
2020-05-19,"AZ","20-44",28,2
2020-05-19,"AZ","45-54",36,3
2020-05-19,"AZ","55-64",79,1
2020-05-19,"AZ","65+",560,12
2020-05-20,"AZ","0-19",2,1
2020-05-20,"AZ","20-44",28,0
2020-05-20,"AZ","45-54",37,1
2020-05-20,"AZ","55-64",87,8
2020-05-20,"AZ","65+",593,33
2020-05-21,"AZ","0-19",2,0
2020-05-21,"AZ","20-44",28,0
2020-05-21,"AZ","45-54",38,1
2020-05-21,"AZ","55-64",93,6
2020-05-21,"AZ","65+",602,9
2020-05-22,"AZ","0-19",2,0
2020-05-22,"AZ","20-44",31,3
2020-05-22,"AZ","45-54",40,2
2020-05-22,"AZ","55-64",94,1
2020-05-22,"AZ","65+",608,6
2020-05-23,"AZ","0-19",2,0
2020-05-23,"AZ","20-44",34,3
2020-05-23,"AZ","45-54",41,1
2020-05-23,"AZ","55-64",95,1
2020-05-23,"AZ","65+",626,18
2020-05-24,"AZ","0-19",2,0
2020-05-24,"AZ","20-44",34,0
2020-05-24,"AZ","45-54",41,0
2020-05-24,"AZ","55-64",95,0
2020-05-24,"AZ","65+",628,2
2020-05-25,"AZ","0-19",2,0
2020-05-25,"AZ","20-44",35,1
2020-05-25,"AZ","45-54",41,0
2020-05-25,"AZ","55-64",95,0
2020-05-25,"AZ","65+",632,4
2020-05-26,"AZ","0-19",2,0
2020-05-26,"AZ","20-44",36,1
2020-05-26,"AZ","45-54",41,0
2020-05-26,"AZ","55-64",95,0
2020-05-26,"AZ","65+",633,1
2020-05-27,"AZ","0-19",2,0
2020-05-27,"AZ","20-44",36,0
2020-05-27,"AZ","45-54",43,2
2020-05-27,"AZ","55-64",99,4
2020-05-27,"AZ","65+",651,18
2020-05-28,"AZ","0-19",2,0
2020-05-28,"AZ","20-44",39,3
2020-05-28,"AZ","45-54",43,0
2020-05-28,"AZ","55-64",103,4
2020-05-28,"AZ","65+",670,19
2020-05-29,"AZ","0-19",2,0
2020-05-29,"AZ","20-44",41,2
2020-05-29,"AZ","45-54",44,1
2020-05-29,"AZ","55-64",108,5
2020-05-29,"AZ","65+",690,20
2020-05-30,"AZ","0-19",2,0
2020-05-30,"AZ","20-44",42,1
2020-05-30,"AZ","45-54",45,1
2020-05-30,"AZ","55-64",109,1
2020-05-30,"AZ","65+",705,15
2020-05-31,"AZ","0-19",2,0
2020-05-31,"AZ","20-44",43,1
2020-05-31,"AZ","45-54",46,1
2020-05-31,"AZ","55-64",110,1
2020-05-31,"AZ","65+",705,0
2020-06-01,"AZ","0-19",2,0
2020-06-01,"AZ","20-44",44,1
2020-06-01,"AZ","45-54",47,1
2020-06-01,"AZ","55-64",110,0
2020-06-01,"AZ","65+",714,9
2020-06-02,"AZ","0-19",2,0
2020-06-02,"AZ","20-44",45,1
