"date","age","cum.deaths","daily.deaths","code"
2020-04-09,"0-9",1,NA,"TN"
2020-04-09,"10-19",0,NA,"TN"
2020-04-09,"20-29",1,NA,"TN"
2020-04-09,"30-39",1,NA,"TN"
2020-04-09,"40-49",5,NA,"TN"
2020-04-09,"50-59",9,NA,"TN"
2020-04-09,"60-69",23,NA,"TN"
2020-04-09,"70-79",24,NA,"TN"
2020-04-09,"80+",30,NA,"TN"
2020-04-10,"0-9",1,0,"TN"
2020-04-10,"10-19",0,0,"TN"
2020-04-10,"20-29",1,0,"TN"
2020-04-10,"30-39",1,0,"TN"
2020-04-10,"40-49",5,0,"TN"
2020-04-10,"50-59",9,0,"TN"
2020-04-10,"60-69",26,3,"TN"
2020-04-10,"70-79",24,0,"TN"
2020-04-10,"80+",31,1,"TN"
2020-04-11,"0-9",1,0,"TN"
2020-04-11,"10-19",0,0,"TN"
2020-04-11,"20-29",1,0,"TN"
2020-04-11,"30-39",1,0,"TN"
2020-04-11,"40-49",5,0,"TN"
2020-04-11,"50-59",9,0,"TN"
2020-04-11,"60-69",27,1,"TN"
2020-04-11,"70-79",25,1,"TN"
2020-04-11,"80+",32,1,"TN"
2020-04-12,"0-9",1,0,"TN"
2020-04-12,"10-19",0,0,"TN"
2020-04-12,"20-29",1,0,"TN"
2020-04-12,"30-39",1,0,"TN"
2020-04-12,"40-49",5,0,"TN"
2020-04-12,"50-59",9,0,"TN"
2020-04-12,"60-69",27,0,"TN"
2020-04-12,"70-79",25,0,"TN"
2020-04-12,"80+",32,0,"TN"
2020-04-13,"0-9",1,0,"TN"
2020-04-13,"10-19",0,0,"TN"
2020-04-13,"20-29",1,0,"TN"
2020-04-13,"30-39",1,0,"TN"
2020-04-13,"40-49",6,1,"TN"
2020-04-13,"50-59",9,0,"TN"
2020-04-13,"60-69",28,1,"TN"
2020-04-13,"70-79",28,3,"TN"
2020-04-13,"80+",35,3,"TN"
2020-04-14,"0-9",1,0,"TN"
2020-04-14,"10-19",0,0,"TN"
2020-04-14,"20-29",1,0,"TN"
2020-04-14,"30-39",1,0,"TN"
2020-04-14,"40-49",7,1,"TN"
2020-04-14,"50-59",11,2,"TN"
2020-04-14,"60-69",29,1,"TN"
2020-04-14,"70-79",32,4,"TN"
2020-04-14,"80+",42,7,"TN"
2020-04-15,"0-9",1,0,"TN"
2020-04-15,"10-19",0,0,"TN"
2020-04-15,"20-29",1,0,"TN"
2020-04-15,"30-39",1,0,"TN"
2020-04-15,"40-49",7,0,"TN"
2020-04-15,"50-59",14,3,"TN"
2020-04-15,"60-69",34,5,"TN"
2020-04-15,"70-79",33,1,"TN"
2020-04-15,"80+",44,2,"TN"
2020-04-16,"0-9",1,0,"TN"
2020-04-16,"10-19",0,0,"TN"
2020-04-16,"20-29",1,0,"TN"
2020-04-16,"30-39",1,0,"TN"
2020-04-16,"40-49",7,0,"TN"
2020-04-16,"50-59",14,0,"TN"
2020-04-16,"60-69",34,0,"TN"
