"age","cum.deaths","daily.deaths","code","date"
"0-9",0,NA,"VT",2020-05-13
"10-19",0,NA,"VT",2020-05-13
"20-29",0,NA,"VT",2020-05-13
"30-39",1,NA,"VT",2020-05-13
"40-49",1,NA,"VT",2020-05-13
"50-59",1,NA,"VT",2020-05-13
"60-69",8,NA,"VT",2020-05-13
"70-79",17,NA,"VT",2020-05-13
"80+",22,NA,"VT",2020-05-13
"0-9",0,0,"VT",2020-05-14
"10-19",0,0,"VT",2020-05-14
"20-29",0,0,"VT",2020-05-14
"30-39",1,0,"VT",2020-05-14
"40-49",1,0,"VT",2020-05-14
"50-59",1,0,"VT",2020-05-14
"60-69",8,0,"VT",2020-05-14
"70-79",17,0,"VT",2020-05-14
"80+",22,0,"VT",2020-05-14
"0-9",0,0,"VT",2020-05-15
"10-19",0,0,"VT",2020-05-15
"20-29",0,0,"VT",2020-05-15
"30-39",1,0,"VT",2020-05-15
"40-49",1,0,"VT",2020-05-15
"50-59",1,0,"VT",2020-05-15
"60-69",8,0,"VT",2020-05-15
"70-79",17,0,"VT",2020-05-15
"80+",22,0,"VT",2020-05-15
"0-9",0,0,"VT",2020-05-16
"10-19",0,0,"VT",2020-05-16
"20-29",0,0,"VT",2020-05-16
"30-39",1,0,"VT",2020-05-16
"40-49",1,0,"VT",2020-05-16
"50-59",1,0,"VT",2020-05-16
"60-69",8,0,"VT",2020-05-16
"70-79",17,0,"VT",2020-05-16
"80+",22,0,"VT",2020-05-16
"0-9",0,0,"VT",2020-05-17
"10-19",0,0,"VT",2020-05-17
"20-29",0,0,"VT",2020-05-17
"30-39",1,0,"VT",2020-05-17
"40-49",1,0,"VT",2020-05-17
"50-59",1,0,"VT",2020-05-17
"60-69",8,0,"VT",2020-05-17
"70-79",17,0,"VT",2020-05-17
"80+",23,1,"VT",2020-05-17
"0-9",0,0,"VT",2020-05-18
"10-19",0,0,"VT",2020-05-18
"20-29",0,0,"VT",2020-05-18
"30-39",1,0,"VT",2020-05-18
"40-49",1,0,"VT",2020-05-18
"50-59",1,0,"VT",2020-05-18
"60-69",8,0,"VT",2020-05-18
"70-79",17,0,"VT",2020-05-18
"80+",23,0,"VT",2020-05-18
"0-9",0,0,"VT",2020-05-19
"10-19",0,0,"VT",2020-05-19
"20-29",0,0,"VT",2020-05-19
"30-39",1,0,"VT",2020-05-19
