"date","code","age","cum.deaths","daily.deaths"
2020-05-13,"KS","0-24",0,NA
2020-05-13,"KS","25-34",0,NA
2020-05-13,"KS","35-44",5,NA
2020-05-13,"KS","45-54",5,NA
2020-05-13,"KS","55-64",24,NA
2020-05-13,"KS","65-74",29,NA
2020-05-13,"KS","75-84",35,NA
2020-05-13,"KS","85+",66,NA
2020-05-14,"KS","0-24",0,0
2020-05-14,"KS","25-34",0,0
2020-05-14,"KS","35-44",5,0
2020-05-14,"KS","45-54",6,1
2020-05-14,"KS","55-64",24,0
2020-05-14,"KS","65-74",29,0
2020-05-14,"KS","75-84",37,2
2020-05-14,"KS","85+",66,0
2020-05-15,"KS","0-24",0,0
2020-05-15,"KS","25-34",0,0
2020-05-15,"KS","35-44",5,0
2020-05-15,"KS","45-54",7,1
2020-05-15,"KS","55-64",24,0
2020-05-15,"KS","65-74",29,0
2020-05-15,"KS","75-84",39,2
2020-05-15,"KS","85+",66,0
2020-05-16,"KS","0-24",0,0
2020-05-16,"KS","25-34",0,0
2020-05-16,"KS","35-44",5,0
2020-05-16,"KS","45-54",7,0
2020-05-16,"KS","55-64",24,0
2020-05-16,"KS","65-74",29,0
2020-05-16,"KS","75-84",39,0
2020-05-16,"KS","85+",67,1
2020-05-17,"KS","0-24",0,0
2020-05-17,"KS","25-34",0,0
2020-05-17,"KS","35-44",5,0
2020-05-17,"KS","45-54",7,0
2020-05-17,"KS","55-64",24,0
2020-05-17,"KS","65-74",29,0
2020-05-17,"KS","75-84",39,0
2020-05-17,"KS","85+",68,1
2020-05-18,"KS","0-24",0,0
2020-05-18,"KS","25-34",0,0
2020-05-18,"KS","35-44",5,0
2020-05-18,"KS","45-54",7,0
2020-05-18,"KS","55-64",24,0
2020-05-18,"KS","65-74",29,0
2020-05-18,"KS","75-84",39,0
2020-05-18,"KS","85+",69,1
2020-05-19,"KS","0-24",0,0
2020-05-19,"KS","25-34",0,0
2020-05-19,"KS","35-44",5,0
2020-05-19,"KS","45-54",7,0
2020-05-19,"KS","55-64",25,1
2020-05-19,"KS","65-74",31,2
2020-05-19,"KS","75-84",39,0
2020-05-19,"KS","85+",69,0
2020-05-20,"KS","0-24",0,0
2020-05-20,"KS","25-34",0,0
2020-05-20,"KS","35-44",5,0
2020-05-20,"KS","45-54",7,0
2020-05-20,"KS","55-64",26,1
2020-05-20,"KS","65-74",33,2
2020-05-20,"KS","75-84",39,0
2020-05-20,"KS","85+",69,0
2020-05-21,"KS","0-24",0,0
2020-05-21,"KS","25-34",0,0
2020-05-21,"KS","35-44",5,0
2020-05-21,"KS","45-54",7,0
2020-05-21,"KS","55-64",26,0
2020-05-21,"KS","65-74",34,1
2020-05-21,"KS","75-84",39,0
2020-05-21,"KS","85+",71,2
2020-05-22,"KS","0-24",0,0
2020-05-22,"KS","25-34",0,0
2020-05-22,"KS","35-44",5,0
2020-05-22,"KS","45-54",7,0
2020-05-22,"KS","55-64",26,0
2020-05-22,"KS","65-74",35,1
2020-05-22,"KS","75-84",39,0
2020-05-22,"KS","85+",73,2
2020-05-23,"KS","0-24",0,0
2020-05-23,"KS","25-34",0,0
2020-05-23,"KS","35-44",5,0
2020-05-23,"KS","45-54",7,0
2020-05-23,"KS","55-64",27,1
2020-05-23,"KS","65-74",35,0
2020-05-23,"KS","75-84",39,0
2020-05-23,"KS","85+",73,0
2020-05-24,"KS","0-24",0,0
2020-05-24,"KS","25-34",0,0
2020-05-24,"KS","35-44",5,0
2020-05-24,"KS","45-54",7,0
2020-05-24,"KS","55-64",28,1
2020-05-24,"KS","65-74",35,0
2020-05-24,"KS","75-84",39,0
2020-05-24,"KS","85+",73,0
2020-05-25,"KS","0-24",0,0
2020-05-25,"KS","25-34",0,0
2020-05-25,"KS","35-44",5,0
2020-05-25,"KS","45-54",7,0
2020-05-25,"KS","55-64",29,1
2020-05-25,"KS","65-74",35,0
2020-05-25,"KS","75-84",39,0
2020-05-25,"KS","85+",73,0
2020-05-26,"KS","0-24",0,0
2020-05-26,"KS","25-34",0,0
2020-05-26,"KS","35-44",5,0
2020-05-26,"KS","45-54",7,0
2020-05-26,"KS","55-64",29,0
2020-05-26,"KS","65-74",37,2
2020-05-26,"KS","75-84",43,4
2020-05-26,"KS","85+",74,1
2020-05-27,"KS","0-24",0,0
2020-05-27,"KS","25-34",0,0
2020-05-27,"KS","35-44",5,0
2020-05-27,"KS","45-54",7,0
2020-05-27,"KS","55-64",29,0
2020-05-27,"KS","65-74",39,2
2020-05-27,"KS","75-84",47,4
2020-05-27,"KS","85+",75,1
2020-05-28,"KS","0-24",0,0
2020-05-28,"KS","25-34",0,0
2020-05-28,"KS","35-44",5,0
2020-05-28,"KS","45-54",7,0
2020-05-28,"KS","55-64",30,1
2020-05-28,"KS","65-74",40,1
2020-05-28,"KS","75-84",47,0
2020-05-28,"KS","85+",75,0
2020-05-29,"KS","0-24",0,0
2020-05-29,"KS","25-34",0,0
2020-05-29,"KS","35-44",5,0
2020-05-29,"KS","45-54",7,0
2020-05-29,"KS","55-64",31,1
2020-05-29,"KS","65-74",41,1
2020-05-29,"KS","75-84",47,0
2020-05-29,"KS","85+",75,0
2020-05-30,"KS","0-24",0,0
2020-05-30,"KS","25-34",0,0
2020-05-30,"KS","35-44",5,0
2020-05-30,"KS","45-54",8,1
2020-05-30,"KS","55-64",31,0
2020-05-30,"KS","65-74",41,0
2020-05-30,"KS","75-84",47,0
2020-05-30,"KS","85+",77,2
2020-05-31,"KS","0-24",0,0
2020-05-31,"KS","25-34",0,0
2020-05-31,"KS","35-44",5,0
2020-05-31,"KS","45-54",9,1
2020-05-31,"KS","55-64",31,0
2020-05-31,"KS","65-74",41,0
2020-05-31,"KS","75-84",47,0
2020-05-31,"KS","85+",79,2
