"date","age","cum.deaths","daily.deaths","code"
2020-06-07,"100+",98,NA,"PA"
2020-06-07,"20-29",8,NA,"PA"
2020-06-07,"30-39",17,NA,"PA"
2020-06-07,"40-49",93,NA,"PA"
2020-06-07,"50-59",294,NA,"PA"
2020-06-07,"60-69",792,NA,"PA"
2020-06-07,"70-79",1248,NA,"PA"
2020-06-07,"80-89",1873,NA,"PA"
2020-06-07,"90-99",1461,NA,"PA"
2020-06-08,"100+",98,0,"PA"
2020-06-08,"20-29",8,0,"PA"
2020-06-08,"30-39",17,0,"PA"
2020-06-08,"40-49",93,0,"PA"
2020-06-08,"50-59",294,0,"PA"
2020-06-08,"60-69",792,0,"PA"
2020-06-08,"70-79",1248,0,"PA"
2020-06-08,"80-89",1873,0,"PA"
2020-06-08,"90-99",1461,0,"PA"
2020-06-09,"100+",98,0,"PA"
2020-06-09,"20-29",8,0,"PA"
2020-06-09,"30-39",17,0,"PA"
2020-06-09,"40-49",93,0,"PA"
2020-06-09,"50-59",294,0,"PA"
2020-06-09,"60-69",792,0,"PA"
2020-06-09,"70-79",1248,0,"PA"
2020-06-09,"80-89",1873,0,"PA"
2020-06-09,"90-99",1461,0,"PA"
2020-06-10,"100+",98,0,"PA"
2020-06-10,"20-29",8,0,"PA"
2020-06-10,"30-39",17,0,"PA"
2020-06-10,"40-49",93,0,"PA"
2020-06-10,"50-59",294,0,"PA"
2020-06-10,"60-69",792,0,"PA"
2020-06-10,"70-79",1248,0,"PA"
2020-06-10,"80-89",1873,0,"PA"
2020-06-10,"90-99",1461,0,"PA"
2020-06-11,"100+",98,0,"PA"
2020-06-11,"20-29",8,0,"PA"
2020-06-11,"30-39",17,0,"PA"
2020-06-11,"40-49",93,0,"PA"
2020-06-11,"50-59",294,0,"PA"
2020-06-11,"60-69",792,0,"PA"
2020-06-11,"70-79",1248,0,"PA"
2020-06-11,"80-89",1873,0,"PA"
2020-06-11,"90-99",1461,0,"PA"
2020-06-12,"100+",98,0,"PA"
2020-06-12,"20-29",8,0,"PA"
2020-06-12,"30-39",17,0,"PA"
2020-06-12,"40-49",93,0,"PA"
2020-06-12,"50-59",294,0,"PA"
2020-06-12,"60-69",792,0,"PA"
2020-06-12,"70-79",1248,0,"PA"
2020-06-12,"80-89",1873,0,"PA"
2020-06-12,"90-99",1461,0,"PA"
2020-06-13,"100+",99,1,"PA"
2020-06-13,"20-29",8,0,"PA"
2020-06-13,"30-39",18,1,"PA"
2020-06-13,"40-49",95,2,"PA"
2020-06-13,"50-59",300,6,"PA"
2020-06-13,"60-69",808,16,"PA"
2020-06-13,"70-79",1267,19,"PA"
2020-06-13,"80-89",1901,28,"PA"
2020-06-13,"90-99",1481,20,"PA"
2020-06-14,"100+",100,1,"PA"
2020-06-14,"20-29",8,0,"PA"
2020-06-14,"30-39",19,1,"PA"
2020-06-14,"40-49",97,2,"PA"
2020-06-14,"50-59",306,6,"PA"
2020-06-14,"60-69",824,16,"PA"
2020-06-14,"70-79",1286,19,"PA"
2020-06-14,"80-89",1929,28,"PA"
2020-06-14,"90-99",1501,20,"PA"
2020-06-15,"100+",101,1,"PA"
2020-06-15,"20-29",8,0,"PA"
2020-06-15,"30-39",20,1,"PA"
2020-06-15,"40-49",99,2,"PA"
2020-06-15,"50-59",312,6,"PA"
2020-06-15,"60-69",840,16,"PA"
2020-06-15,"70-79",1305,19,"PA"
2020-06-15,"80-89",1957,28,"PA"
2020-06-15,"90-99",1521,20,"PA"
2020-06-16,"100+",101,0,"PA"
2020-06-16,"20-29",8,0,"PA"
2020-06-16,"30-39",20,0,"PA"
2020-06-16,"40-49",99,0,"PA"
2020-06-16,"50-59",312,0,"PA"
2020-06-16,"60-69",840,0,"PA"
2020-06-16,"70-79",1305,0,"PA"
2020-06-16,"80-89",1957,0,"PA"
2020-06-16,"90-99",1521,0,"PA"
2020-06-17,"100+",101,0,"PA"
2020-06-17,"20-29",8,0,"PA"
2020-06-17,"30-39",20,0,"PA"
2020-06-17,"40-49",99,0,"PA"
2020-06-17,"50-59",312,0,"PA"
2020-06-17,"60-69",840,0,"PA"
2020-06-17,"70-79",1305,0,"PA"
2020-06-17,"80-89",1957,0,"PA"
2020-06-17,"90-99",1521,0,"PA"
2020-06-18,"100+",101,0,"PA"
2020-06-18,"20-29",8,0,"PA"
2020-06-18,"30-39",20,0,"PA"
2020-06-18,"40-49",99,0,"PA"
2020-06-18,"50-59",312,0,"PA"
2020-06-18,"60-69",840,0,"PA"
2020-06-18,"70-79",1305,0,"PA"
2020-06-18,"80-89",1957,0,"PA"
2020-06-18,"90-99",1521,0,"PA"
2020-06-19,"100+",104,3,"PA"
2020-06-19,"20-29",8,0,"PA"
2020-06-19,"30-39",20,0,"PA"
2020-06-19,"40-49",104,5,"PA"
2020-06-19,"50-59",319,7,"PA"
2020-06-19,"60-69",870,30,"PA"
2020-06-19,"70-79",1368,63,"PA"
2020-06-19,"80-89",2026,69,"PA"
2020-06-19,"90-99",1581,60,"PA"
2020-06-20,"100+",104,0,"PA"
2020-06-20,"20-29",8,0,"PA"
2020-06-20,"30-39",20,0,"PA"
2020-06-20,"40-49",104,0,"PA"
2020-06-20,"50-59",319,0,"PA"
2020-06-20,"60-69",870,0,"PA"
2020-06-20,"70-79",1368,0,"PA"
2020-06-20,"80-89",2026,0,"PA"
2020-06-20,"90-99",1581,0,"PA"
2020-06-21,"100+",104,0,"PA"
2020-06-21,"20-29",8,0,"PA"
2020-06-21,"30-39",20,0,"PA"
2020-06-21,"40-49",104,0,"PA"
2020-06-21,"50-59",319,0,"PA"
2020-06-21,"60-69",870,0,"PA"
2020-06-21,"70-79",1368,0,"PA"
2020-06-21,"80-89",2026,0,"PA"
2020-06-21,"90-99",1581,0,"PA"
2020-06-22,"100+",104,0,"PA"
2020-06-22,"20-29",8,0,"PA"
2020-06-22,"30-39",20,0,"PA"
2020-06-22,"40-49",104,0,"PA"
2020-06-22,"50-59",319,0,"PA"
2020-06-22,"60-69",870,0,"PA"
2020-06-22,"70-79",1368,0,"PA"
2020-06-22,"80-89",2026,0,"PA"
2020-06-22,"90-99",1581,0,"PA"
2020-06-23,"100+",104,0,"PA"
2020-06-23,"20-29",8,0,"PA"
2020-06-23,"30-39",20,0,"PA"
2020-06-23,"40-49",104,0,"PA"
2020-06-23,"50-59",319,0,"PA"
2020-06-23,"60-69",870,0,"PA"
2020-06-23,"70-79",1368,0,"PA"
2020-06-23,"80-89",2026,0,"PA"
2020-06-23,"90-99",1581,0,"PA"
2020-06-24,"100+",104,0,"PA"
2020-06-24,"20-29",8,0,"PA"
2020-06-24,"30-39",20,0,"PA"
2020-06-24,"40-49",104,0,"PA"
2020-06-24,"50-59",319,0,"PA"
2020-06-24,"60-69",870,0,"PA"
2020-06-24,"70-79",1368,0,"PA"
2020-06-24,"80-89",2026,0,"PA"
2020-06-24,"90-99",1581,0,"PA"
2020-06-25,"100+",104,0,"PA"
2020-06-25,"20-29",8,0,"PA"
2020-06-25,"30-39",20,0,"PA"
2020-06-25,"40-49",104,0,"PA"
2020-06-25,"50-59",319,0,"PA"
2020-06-25,"60-69",870,0,"PA"
2020-06-25,"70-79",1368,0,"PA"
2020-06-25,"80-89",2026,0,"PA"
2020-06-25,"90-99",1581,0,"PA"
2020-06-26,"100+",104,0,"PA"
2020-06-26,"20-29",8,0,"PA"
2020-06-26,"30-39",20,0,"PA"
2020-06-26,"40-49",104,0,"PA"
2020-06-26,"50-59",319,0,"PA"
2020-06-26,"60-69",870,0,"PA"
2020-06-26,"70-79",1368,0,"PA"
2020-06-26,"80-89",2026,0,"PA"
2020-06-26,"90-99",1581,0,"PA"
2020-06-27,"100+",105,1,"PA"
2020-06-27,"20-29",8,0,"PA"
2020-06-27,"30-39",20,0,"PA"
2020-06-27,"40-49",105,1,"PA"
2020-06-27,"50-59",321,2,"PA"
2020-06-27,"60-69",876,6,"PA"
2020-06-27,"70-79",1377,9,"PA"
2020-06-27,"80-89",2038,12,"PA"
2020-06-27,"90-99",1594,13,"PA"
2020-06-28,"100+",106,1,"PA"
2020-06-28,"20-29",8,0,"PA"
