"date","code","age","cum.deaths","daily.deaths"
2020-05-03,"AL","0-4",0,NA
2020-05-03,"AL","25-49",9,NA
2020-05-03,"AL","5-24",0,NA
2020-05-03,"AL","50-64",58,NA
2020-05-03,"AL","65+",222,NA
2020-05-04,"AL","0-4",0,0
2020-05-04,"AL","25-49",9,0
2020-05-04,"AL","5-24",0,0
2020-05-04,"AL","50-64",58,0
2020-05-04,"AL","65+",225,3
2020-05-05,"AL","0-4",0,0
2020-05-05,"AL","25-49",9,0
2020-05-05,"AL","5-24",0,0
2020-05-05,"AL","50-64",60,2
2020-05-05,"AL","65+",241,16
2020-05-06,"AL","0-4",0,0
2020-05-06,"AL","25-49",11,2
2020-05-06,"AL","5-24",0,0
2020-05-06,"AL","50-64",64,4
2020-05-06,"AL","65+",265,24
2020-05-07,"AL","0-4",0,0
2020-05-07,"AL","25-49",11,0
2020-05-07,"AL","5-24",0,0
2020-05-07,"AL","50-64",66,2
2020-05-07,"AL","65+",270,5
2020-05-08,"AL","0-4",0,0
2020-05-08,"AL","25-49",11,0
2020-05-08,"AL","5-24",0,0
2020-05-08,"AL","50-64",67,1
2020-05-08,"AL","65+",296,26
2020-05-09,"AL","0-4",0,0
2020-05-09,"AL","25-49",11,0
2020-05-09,"AL","5-24",0,0
2020-05-09,"AL","50-64",69,2
2020-05-09,"AL","65+",308,12
2020-05-10,"AL","0-4",0,0
2020-05-10,"AL","25-49",11,0
2020-05-10,"AL","5-24",0,0
2020-05-10,"AL","50-64",69,0
2020-05-10,"AL","65+",310,2
2020-05-11,"AL","0-4",0,0
2020-05-11,"AL","25-49",11,0
2020-05-11,"AL","5-24",0,0
2020-05-11,"AL","50-64",69,0
2020-05-11,"AL","65+",312,2
2020-05-12,"AL","0-4",0,0
2020-05-12,"AL","25-49",12,1
2020-05-12,"AL","5-24",0,0
2020-05-12,"AL","50-64",73,4
2020-05-12,"AL","65+",343,31
2020-05-13,"AL","0-4",0,0
2020-05-13,"AL","25-49",12,0
2020-05-13,"AL","5-24",0,0
2020-05-13,"AL","50-64",74,1
2020-05-13,"AL","65+",355,12
2020-05-14,"AL","0-4",0,0
2020-05-14,"AL","25-49",12,0
2020-05-14,"AL","5-24",0,0
2020-05-14,"AL","50-64",74,0
2020-05-14,"AL","65+",364,9
2020-05-15,"AL","0-4",0,0
2020-05-15,"AL","25-49",12,0
2020-05-15,"AL","5-24",0,0
2020-05-15,"AL","50-64",77,3
2020-05-15,"AL","65+",384,20
2020-05-16,"AL","0-4",0,0
2020-05-16,"AL","25-49",12,0
2020-05-16,"AL","5-24",0,0
2020-05-16,"AL","50-64",80,3
2020-05-16,"AL","65+",393,8
2020-05-17,"AL","0-4",0,0
2020-05-17,"AL","25-49",12,0
2020-05-17,"AL","5-24",0,0
2020-05-17,"AL","50-64",81,1
2020-05-17,"AL","65+",393,0
2020-05-18,"AL","0-4",0,0
2020-05-18,"AL","25-49",12,0
2020-05-18,"AL","5-24",0,0
2020-05-18,"AL","50-64",81,0
2020-05-18,"AL","65+",396,3
2020-05-19,"AL","0-4",0,0
2020-05-19,"AL","25-49",13,1
2020-05-19,"AL","5-24",0,0
2020-05-19,"AL","50-64",83,2
2020-05-19,"AL","65+",401,5
2020-05-20,"AL","0-4",0,0
2020-05-20,"AL","25-49",14,1
2020-05-20,"AL","5-24",0,0
2020-05-20,"AL","50-64",83,0
2020-05-20,"AL","65+",416,15
2020-05-21,"AL","0-4",0,0
2020-05-21,"AL","25-49",15,1
2020-05-21,"AL","5-24",0,0
2020-05-21,"AL","50-64",84,1
2020-05-21,"AL","65+",430,14
2020-05-22,"AL","0-4",0,0
2020-05-22,"AL","25-49",15,0
2020-05-22,"AL","5-24",0,0
2020-05-22,"AL","50-64",84,0
2020-05-22,"AL","65+",437,7
2020-05-23,"AL","0-4",0,0
2020-05-23,"AL","25-49",15,0
2020-05-23,"AL","5-24",0,0
2020-05-23,"AL","50-64",84,0
2020-05-23,"AL","65+",442,5
2020-05-24,"AL","0-4",0,0
